Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
SLC2A3	ENST00000075120.7	solute carrier family 2 (facilitated glucose transporter), member 3 	5	2	2	0	0	0	0	0	0	2	hsa-miR-181d-5p	-0.34	-0.34	0.49	2005, 2007, 2009, 2011
BCLAF1	ENST00000531224.1	BCL2-associated transcription factor 1 	1732	2	1	0	1	0	0	0	0	1	hsa-miR-181d-5p	-0.33	-0.34	0.84	2005, 2007, 2009, 2011
SSX2IP	ENST00000342203.3	synovial sarcoma, X breakpoint 2 interacting protein 	197	2	1	0	1	0	0	0	0	0	hsa-miR-181c-5p	-0.33	-0.43	0.89	2005, 2007, 2009, 2011
FKBP1A	ENST00000400137.4	FK506 binding protein 1A, 12kDa 	72	1	0	1	0	1	0	1	0	0	hsa-miR-181d-5p	-0.33	-0.34	0.33	2007, 2009, 2011
FAM3C	ENST00000359943.3	family with sequence similarity 3, member C 	15	1	1	0	0	1	0	1	0	2	hsa-miR-181d-5p	-0.33	-0.45	0.34	2005, 2007, 2009, 2011
MAMDC2	ENST00000377182.4	MAM domain containing 2 	365	1	1	0	0	1	0	1	0	0	hsa-miR-181a-5p	-0.33	-0.33	< 0.1	2011
DEK	ENST00000397239.3	DEK oncogene 	561	1	0	0	1	1	0	1	0	1	hsa-miR-181b-5p	-0.33	-0.35	0.51	2005, 2007, 2009, 2011
FIGN	ENST00000333129.3	fidgetin 	10	4	2	2	0	2	0	1	1	5	hsa-miR-181c-5p	-0.33	-0.35	> 0.99	2007, 2009, 2011
CTTNBP2NL	ENST00000271277.6	CTTNBP2 N-terminal like 	182	2	0	2	0	0	0	0	0	0	hsa-miR-181a-5p	-0.33	-0.33	0.95	2007, 2009, 2011
IGF2BP2	ENST00000382199.2	insulin-like growth factor 2 mRNA binding protein 2 	5	1	1	0	0	1	0	0	1	0	hsa-miR-181d-5p	-0.33	-0.33	0.66	2007, 2009, 2011
ADO	ENST00000373783.1	2-aminoethanethiol (cysteamine) dioxygenase 	686	2	1	1	0	1	0	1	0	1	hsa-miR-181d-5p	-0.33	-0.34	0.82	2005, 2007, 2009, 2011
GPBP1	ENST00000424459.3	GC-rich promoter binding protein 1 	732	2	0	2	0	1	0	0	1	5	hsa-miR-181d-5p	-0.33	-0.50	0.83	2007, 2011
KANK1	ENST00000382303.1	KN motif and ankyrin repeat domains 1 	6	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.33	-0.33	0.69	2005, 2007, 2009, 2011
ARL5A	ENST00000295087.8	ADP-ribosylation factor-like 5A 	112	1	0	1	0	2	0	1	1	3	hsa-miR-181a-5p	-0.32	-0.52	0.77	2007, 2009, 2011
ZNF562	ENST00000293648.4	zinc finger protein 562 	130	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.32	-0.32	< 0.1	2009, 2011
MARK1	ENST00000366918.4	MAP/microtubule affinity-regulating kinase 1 	192	1	1	0	0	1	1	0	0	1	hsa-miR-181a-5p	-0.32	-0.34	0.54	2009, 2011
MOB3B	ENST00000262244.5	MOB kinase activator 3B 	52	1	0	0	1	1	0	0	1	1	hsa-miR-181c-5p	-0.32	-0.32	0.49	2009, 2011
PLAG1	ENST00000316981.3	pleiomorphic adenoma gene 1 	58	2	0	2	0	1	0	0	1	0	hsa-miR-181b-5p	-0.32	-0.36	0.94	2005, 2007, 2009, 2011
IPPK	ENST00000287996.3	inositol 1,3,4,5,6-pentakisphosphate 2-kinase 	211	2	0	1	1	0	0	0	0	0	hsa-miR-181d-5p	-0.32	-0.35	0.88	2009, 2011
ACAP2	ENST00000326793.6	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 	253	3	1	1	1	0	0	0	0	1	hsa-miR-181d-5p	-0.32	-0.39	0.94	2005, 2007, 2009, 2011
FAM160A2	ENST00000449352.2	family with sequence similarity 160, member A2 	988	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.32	-0.32	0.60	2007, 2009, 2011
TMEM87B	ENST00000283206.4	transmembrane protein 87B 	219	2	2	0	0	2	1	1	0	2	hsa-miR-181d-5p	-0.32	-0.40	0.18	2011
FAM19A2	ENST00000416284.3	family with sequence similarity 19 (chemokine (C-C motif)-like), member A2 	26	1	0	0	1	1	0	0	1	0	hsa-miR-181a-5p	-0.32	-0.38	0.56	2005, 2007, 2011
FBXO33	ENST00000298097.7	F-box protein 33 	306	2	1	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.32	-0.32	0.87	2005, 2007, 2009, 2011
SIPA1L2	ENST00000366630.1	signal-induced proliferation-associated 1 like 2 	182	2	2	0	0	0	0	0	0	0	hsa-miR-181c-5p	-0.32	-0.32	0.11	2005, 2007, 2009, 2011
FOXP1	ENST00000318789.4	forkhead box P1 	264	2	0	2	0	1	1	0	0	0	hsa-miR-181d-5p	-0.31	-0.38	0.93	2005, 2007, 2009, 2011
FMNL2	ENST00000475377.2	formin-like 2 	31	1	0	1	0	1	0	1	0	1	hsa-miR-181d-5p	-0.31	-0.34	0.71	2007
MPP7	ENST00000375732.1	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7) 	50	1	1	0	0	2	0	1	1	0	hsa-miR-181c-5p	-0.31	-0.42	< 0.1	2009, 2011
CLASP1	ENST00000409078.3	cytoplasmic linker associated protein 1 	210	2	1	1	0	1	0	1	0	1	hsa-miR-181a-5p	-0.31	-0.31	0.90	2005, 2007, 2009, 2011
SLC25A37	ENST00000519973.1	solute carrier family 25 (mitochondrial iron transporter), member 37 	145	1	1	0	0	2	0	1	1	0	hsa-miR-181b-5p	-0.31	-0.40	0.77	2007, 2009, 2011
SYNPR	ENST00000479198.1	synaptoporin 	5	1	1	0	0	1	0	0	1	0	hsa-miR-181a-5p	-0.31	-0.31	< 0.1	2005, 2007, 2011
ACVR1C	ENST00000243349.8	activin A receptor, type IC 	27	1	0	0	1	3	0	1	2	1	hsa-miR-181b-5p	-0.31	-0.42	0.50	2011
TMEM178B	ENST00000565468.1	transmembrane protein 178B 	129	2	0	0	2	1	0	1	0	1	hsa-miR-181a-5p	-0.31	-0.31	0.73	2011
DDX3Y	ENST00000336079.3	DEAD (Asp-Glu-Ala-Asp) box helicase 3, Y-linked 	5	3	1	2	0	1	0	0	1	0	hsa-miR-181a-5p	-0.31	-0.31	0.94	2009, 2011
KIAA2022	ENST00000055682.6	KIAA2022 	5	3	3	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.30	-0.30	0.94	2007, 2009, 2011
NKAIN2	ENST00000368417.1	Na+/K+ transporting ATPase interacting 2 	34	1	1	0	0	0	0	0	0	0	hsa-miR-181d-5p	-0.30	-0.30	0.62	2005, 2007, 2009, 2011
SLA	ENST00000338087.5	Src-like-adaptor 	5	1	1	0	0	0	0	0	0	1	hsa-miR-181c-5p	-0.30	-0.30	0.13	2011
HS3ST3A1	ENST00000284110.1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1 	148	1	0	1	0	0	0	0	0	2	hsa-miR-181d-5p	-0.30	-0.34	0.67	2011
UBP1	ENST00000283629.3	upstream binding protein 1 (LBP-1a) 	1418	1	1	0	0	1	1	0	0	0	hsa-miR-181b-5p	-0.30	-0.30	0.76	2005, 2007, 2009, 2011
SLC25A4	ENST00000281456.6	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4 	1169	1	0	1	0	1	0	0	1	0	hsa-miR-181a-5p	-0.30	-0.41	0.53	2011
CD163	ENST00000541972.1	CD163 molecule 	5	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.30	-0.30	0.72	2005, 2007, 2009, 2011
SERTAD4	ENST00000367012.3	SERTA domain containing 4 	296	2	0	1	1	2	0	0	2	0	hsa-miR-181b-5p	-0.30	-0.46	0.66	
ANKRD13C	ENST00000370944.4	ankyrin repeat domain 13C 	369	1	0	1	0	2	0	2	0	0	hsa-miR-181a-5p	-0.30	-0.36	0.78	2007, 2009, 2011
PCDHA12	ENST00000398631.2	protocadherin alpha 12 	86	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.30	-0.30	0.91	2005, 2007, 2009, 2011
PCDHA7	ENST00000525929.1	protocadherin alpha 7 	86	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.30	-0.30	0.91	2005, 2007, 2009, 2011
PCDHA5	ENST00000529859.1	protocadherin alpha 5 	86	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.30	-0.30	0.91	2005, 2007, 2009, 2011
DMXL2	ENST00000251076.5	Dmx-like 2 	46	2	0	1	1	0	0	0	0	1	hsa-miR-181a-5p	-0.30	-0.30	0.83	2007, 2009, 2011
PKNOX2	ENST00000298282.9	PBX/knotted 1 homeobox 2 	46	2	1	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.30	-0.37	0.90	2005, 2007, 2009, 2011
PCDHA2	ENST00000526136.1	protocadherin alpha 2 	86	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.30	-0.30	0.91	2005, 2007, 2009, 2011
PCDHA4	ENST00000530339.1	protocadherin alpha 4 	86	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.30	-0.30	0.91	2005, 2007, 2009, 2011
PCDHA10	ENST00000307360.5	protocadherin alpha 10 	86	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.30	-0.30	0.91	2005, 2007, 2009, 2011
KRAS	ENST00000256078.4	Kirsten rat sarcoma viral oncogene homolog 	40	2	1	0	1	2	0	2	0	1	hsa-miR-181d-5p	-0.30	-0.48	0.87	2009, 2011
PCDHA11	ENST00000398640.2	protocadherin alpha 11 	86	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.30	-0.30	0.91	2009, 2011
PCDHA1	ENST00000504120.2	protocadherin alpha 1 	86	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.30	-0.30	0.91	2005, 2007, 2009, 2011
PCDHA3	ENST00000522353.2	protocadherin alpha 3 	86	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.30	-0.30	0.91	2005, 2007, 2009, 2011
PCDHA9	ENST00000532602.1	protocadherin alpha 9 	86	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.30	-0.30	0.91	2011
PCDHA13	ENST00000289272.2	protocadherin alpha 13 	86	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.30	-0.30	0.91	2005, 2007, 2009, 2011
PCDHA6	ENST00000529310.1	protocadherin alpha 6 	86	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.30	-0.30	0.91	2005, 2007, 2009, 2011
PCDHA8	ENST00000531613.1	protocadherin alpha 8 	86	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.30	-0.30	0.91	2005, 2007, 2009, 2011
EVI2A	ENST00000461237.1	ecotropic viral integration site 2A 	5	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.30	-0.30	< 0.1	2009, 2011
PCDHAC1	ENST00000253807.2	protocadherin alpha subfamily C, 1 	86	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.30	-0.30	0.91	2005, 2007, 2009, 2011
SIRT1	ENST00000212015.6	sirtuin 1 	220	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.30	-0.30	0.61	2005, 2007, 2009, 2011
TGFBR1	ENST00000374994.4	transforming growth factor, beta receptor 1 	249	1	1	0	0	1	0	0	1	0	hsa-miR-181d-5p	-0.29	-0.33	0.75	2005, 2007, 2009, 2011
ZNF449	ENST00000339249.4	zinc finger protein 449 	345	2	1	0	1	0	0	0	0	1	hsa-miR-181d-5p	-0.29	-0.33	0.78	2009, 2011
PPP4R2	ENST00000356692.5	protein phosphatase 4, regulatory subunit 2 	310	1	1	0	0	2	0	1	1	0	hsa-miR-181a-5p	-0.29	-0.30	0.12	
CD69	ENST00000228434.3	CD69 molecule 	5	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.29	-0.29	0.17	2005, 2007, 2009, 2011
GPR137C	ENST00000321662.6	G protein-coupled receptor 137C 	110	1	1	0	0	0	0	0	0	1	hsa-miR-181d-5p	-0.29	-0.32	0.76	2009, 2011
ZNF800	ENST00000393313.1	zinc finger protein 800 	239	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.29	-0.30	0.54	2007, 2009, 2011
GOT2	ENST00000245206.5	glutamic-oxaloacetic transaminase 2, mitochondrial 	72	1	0	1	0	1	0	1	0	0	hsa-miR-181b-5p	-0.29	-0.30	0.66	2009, 2011
ANKFY1	ENST00000341657.4	ankyrin repeat and FYVE domain containing 1 	969	1	0	0	1	2	1	1	0	2	hsa-miR-181d-5p	-0.29	-0.33	0.53	2005, 2007, 2009, 2011
DEPTOR	ENST00000286234.5	DEP domain containing MTOR-interacting protein 	18	1	0	1	0	2	1	1	0	1	hsa-miR-181a-5p	-0.29	-0.38	0.69	2009, 2011
PCDHAC2	ENST00000289269.5	protocadherin alpha subfamily C, 2 	86	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.29	-0.29	0.91	2003, 2005, 2007, 2009, 2011
ATP1B1	ENST00000367816.1	ATPase, Na+/K+ transporting, beta 1 polypeptide 	656	2	0	1	1	0	0	0	0	0	hsa-miR-181c-5p	-0.29	-0.48	0.85	2005, 2007, 2009, 2011
SLC10A7	ENST00000264986.3	solute carrier family 10, member 7 	77	1	0	1	0	1	0	1	0	1	hsa-miR-181d-5p	-0.29	-0.40	0.77	2009, 2011
PRDM4	ENST00000228437.5	PR domain containing 4 	44	1	1	0	0	0	0	0	0	0	hsa-miR-181b-5p	-0.29	-0.40	0.76	2009, 2011
KPNA4	ENST00000334256.4	karyopherin alpha 4 (importin alpha 3) 	111	2	0	2	0	1	1	0	0	1	hsa-miR-181d-5p	-0.29	-0.32	0.95	2009, 2011
PTBP2	ENST00000609116.1	polypyrimidine tract binding protein 2 	70	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.29	-0.31	0.42	2009, 2011
KIAA1239	ENST00000309447.5	KIAA1239 	5	2	0	2	0	0	0	0	0	1	hsa-miR-181a-5p	-0.28	-0.28	0.95	2011
LMO3	ENST00000354662.1	LIM domain only 3 (rhombotin-like 2) 	7	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.28	-0.28	0.78	2005, 2007, 2009, 2011
CRIM1	ENST00000280527.2	cysteine rich transmembrane BMP regulator 1 (chordin-like) 	4842	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.28	-0.29	0.74	2005, 2007, 2009, 2011
GPD2	ENST00000540309.1	glycerol-3-phosphate dehydrogenase 2 (mitochondrial) 	196	1	1	0	0	1	0	1	0	0	hsa-miR-181a-5p	-0.28	-0.29	0.38	2007, 2009, 2011
SCOC	ENST00000608372.1	short coiled-coil protein 	922	1	0	1	0	2	0	1	1	1	hsa-miR-181a-5p	-0.28	-0.49	0.76	2005, 2007
KIF3B	ENST00000375712.3	kinesin family member 3B 	182	2	1	0	1	2	0	1	1	2	hsa-miR-181c-5p	-0.28	-0.28	0.77	2005, 2007, 2009, 2011
PAWR	ENST00000328827.4	PRKC, apoptosis, WT1, regulator 	1872	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.28	-0.29	0.78	2007, 2009, 2011
GHITM	ENST00000372134.3	growth hormone inducible transmembrane protein 	2402	1	0	1	0	2	0	1	1	1	hsa-miR-181c-5p	-0.28	-0.59	0.37	2005, 2007
TBPL1	ENST00000237264.4	TBP-like 1 	69	1	0	1	0	2	0	1	1	0	hsa-miR-181d-5p	-0.28	-0.35	0.78	2005, 2007, 2009, 2011
SERTAD2	ENST00000313349.3	SERTA domain containing 2 	119	3	0	0	3	1	0	1	0	1	hsa-miR-181a-5p	-0.28	-0.38	0.84	2005, 2007, 2009, 2011
RSPO2	ENST00000517939.1	R-spondin 2 	5	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.28	-0.28	0.75	2007, 2009, 2011
MBTPS2	ENST00000379484.5	membrane-bound transcription factor peptidase, site 2 	1711	1	0	1	0	2	1	0	1	0	hsa-miR-181d-5p	-0.28	-0.29	0.47	2011
SLITRK1	ENST00000377084.2	SLIT and NTRK-like family, member 1 	5	2	2	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.28	-0.28	0.92	2005, 2007, 2009, 2011
ZIC2	ENST00000376335.3	Zic family member 2 	1173	1	1	0	0	0	0	0	0	1	hsa-miR-181d-5p	-0.28	-0.28	0.73	2007, 2009, 2011
USP42	ENST00000306177.5	ubiquitin specific peptidase 42 	86	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.28	-0.28	0.66	2007, 2009, 2011
PLAU	ENST00000372764.3	plasminogen activator, urokinase 	4515	1	1	0	0	1	0	0	1	0	hsa-miR-181a-5p	-0.28	-0.28	0.11	2009, 2011
TCF7L2	ENST00000369386.1	transcription factor 7-like 2 (T-cell specific, HMG-box) 	650	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.28	-0.29	0.76	2011
NEK7	ENST00000367385.4	NIMA-related kinase 7 	12	1	1	0	0	1	0	1	0	0	hsa-miR-181d-5p	-0.28	-0.50	0.47	2011
TMEM132D	ENST00000389441.4	transmembrane protein 132D 	5	2	0	0	2	0	0	0	0	0	hsa-miR-181a-5p	-0.28	-0.28	0.77	2009, 2011
ZNF597	ENST00000301744.4	zinc finger protein 597 	159	1	1	0	0	2	0	1	1	2	hsa-miR-181a-5p	-0.28	-0.48	< 0.1	
SMCO1	ENST00000397537.2	single-pass membrane protein with coiled-coil domains 1 	5	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.28	-0.28	< 0.1	2011
ACVR2A	ENST00000241416.7	activin A receptor, type IIA 	109	1	0	1	0	3	0	2	1	2	hsa-miR-181a-5p	-0.28	-0.44	0.79	2007, 2009, 2011
TRNP1	ENST00000522111.2	TMF1-regulated nuclear protein 1 	4046	1	1	0	0	1	0	0	1	0	hsa-miR-181a-5p	-0.28	-0.40	0.34	2009, 2011
RASSF1	ENST00000327761.3	Ras association (RalGDS/AF-6) domain family member 1 	236	1	1	0	0	2	0	2	0	0	hsa-miR-181c-5p	-0.28	-0.28	< 0.1	2005, 2007, 2009, 2011
ETS1	ENST00000531611.1	v-ets avian erythroblastosis virus E26 oncogene homolog 1 	1423	1	1	0	0	3	0	3	0	0	hsa-miR-181d-5p	-0.27	-0.29	0.66	2005, 2007, 2009, 2011
PLEKHA3	ENST00000234453.5	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3 	767	2	0	2	0	2	0	1	1	2	hsa-miR-181a-5p	-0.27	-0.33	0.86	2005, 2007, 2011
DYNC1LI2	ENST00000258198.2	dynein, cytoplasmic 1, light intermediate chain 2 	137	2	0	2	0	1	0	1	0	0	hsa-miR-181a-5p	-0.27	-0.33	0.69	2007
DDIT4	ENST00000307365.3	DNA-damage-inducible transcript 4 	2454	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.27	-0.33	0.69	2009, 2011
HEXIM1	ENST00000332499.2	hexamethylene bis-acetamide inducible 1 	179	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.27	-0.27	0.51	2007, 2009, 2011
RAN	ENST00000543796.1	RAN, member RAS oncogene family 	1418	1	0	1	0	1	0	1	0	0	hsa-miR-181c-5p	-0.27	-0.29	0.78	2005, 2007, 2009, 2011
ITGB8	ENST00000222573.4	integrin, beta 8 	17	2	0	1	1	1	0	1	0	0	hsa-miR-181b-5p	-0.27	-0.28	0.85	2005, 2007, 2009, 2011
TRIM2	ENST00000338700.5	tripartite motif containing 2 	22	2	2	0	0	4	0	1	3	2	hsa-miR-181a-5p	-0.27	-0.27	0.68	2005, 2007, 2009, 2011
MSANTD3-TMEFF1	ENST00000502978.1	MSANTD3-TMEFF1 readthrough 	234	1	0	0	1	1	0	0	1	0	hsa-miR-181a-5p	-0.27	-0.27	0.44	
FAM222B	ENST00000582266.1	family with sequence similarity 222, member B 	100	1	1	0	0	0	0	0	0	2	hsa-miR-181c-5p	-0.27	-0.30	0.22	2009, 2011
ZIC3	ENST00000287538.5	Zic family member 3 	9	1	1	0	0	1	0	0	1	0	hsa-miR-181a-5p	-0.27	-0.32	0.72	2005, 2007, 2009, 2011
BCL2L11	ENST00000393256.3	BCL2-like 11 (apoptosis facilitator) 	105	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.27	-0.27	0.75	2005, 2007, 2009, 2011
PARM1	ENST00000513238.1	prostate androgen-regulated mucin-like protein 1 	161	1	1	0	0	0	0	0	0	1	hsa-miR-181d-5p	-0.26	-0.42	0.75	2009, 2011
KIF3A	ENST00000378746.4	kinesin family member 3A 	33	1	0	1	0	2	0	2	0	0	hsa-miR-181a-5p	-0.26	-0.27	0.77	
LHX9	ENST00000367390.3	LIM homeobox 9 	40	3	0	3	0	1	0	1	0	1	hsa-miR-181a-5p	-0.26	-0.47	0.94	
SNAI2	ENST00000020945.1	snail family zinc finger 2 	1233	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.26	-0.26	0.46	
BAI3	ENST00000370598.1	brain-specific angiogenesis inhibitor 3 	5	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.26	-0.26	0.76	2005, 2007, 2009, 2011
TMEFF1	ENST00000374879.4	transmembrane protein with EGF-like and two follistatin-like domains 1 	234	1	0	0	1	1	0	0	1	0	hsa-miR-181a-5p	-0.26	-0.26	0.44	2005, 2007
TMEM131	ENST00000186436.5	transmembrane protein 131 	111	1	1	0	0	1	0	1	0	0	hsa-miR-181d-5p	-0.26	-0.26	0.17	2009, 2011
SLC19A2	ENST00000236137.5	solute carrier family 19 (thiamine transporter), member 2 	229	1	0	1	0	1	0	1	0	1	hsa-miR-181d-5p	-0.26	-0.26	0.72	2009, 2011
KATNBL1	ENST00000256544.3	katanin p80 subunit B-like 1 	105	1	1	0	0	2	0	2	0	1	hsa-miR-181a-5p	-0.26	-0.72	0.19	2009, 2011
TMED4	ENST00000457408.2	transmembrane emp24 protein transport domain containing 4 	3117	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.26	-0.27	0.76	
DDX52	ENST00000349699.2	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52 	865	1	0	1	0	1	0	1	0	1	hsa-miR-181b-5p	-0.26	-0.28	0.55	
C11orf30	ENST00000529032.1	chromosome 11 open reading frame 30 	230	2	0	1	1	0	0	0	0	2	hsa-miR-181a-5p	-0.26	-0.26	0.73	2005, 2007, 2009, 2011
SPECC1L	ENST00000314328.9	sperm antigen with calponin homology and coiled-coil domains 1-like 	3720	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.26	-0.26	0.76	2007, 2009, 2011
PDAP1	ENST00000350498.3	PDGFA associated protein 1 	208	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.26	-0.26	0.78	2009, 2011
CALM1	ENST00000356978.4	calmodulin 1 (phosphorylase kinase, delta) 	4046	1	0	1	0	1	0	0	1	0	hsa-miR-181d-5p	-0.26	-0.37	0.85	2007, 2009, 2011
LRRC32	ENST00000260061.5	leucine rich repeat containing 32 	10	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.25	-0.25	0.72	2005, 2007, 2009, 2011
AP1AR	ENST00000274000.5	adaptor-related protein complex 1 associated regulatory protein 	89	1	0	0	1	0	0	0	0	0	hsa-miR-181d-5p	-0.25	-0.25	0.53	2005, 2007, 2009, 2011
FBXL17	ENST00000359660.5	F-box and leucine-rich repeat protein 17 	182	1	0	1	0	1	0	0	1	1	hsa-miR-181a-5p	-0.25	-0.29	0.75	2011
SCHIP1	ENST00000445224.2	schwannomin interacting protein 1 	891	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.25	-0.25	0.64	2011
ASAH2	ENST00000395526.4	N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2 	5	2	1	1	0	3	1	2	0	0	hsa-miR-181d-5p	-0.25	-0.25	0.75	
CBX4	ENST00000269397.4	chromobox homolog 4 	3211	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.25	-0.35	0.59	2005, 2007, 2009, 2011
NMT2	ENST00000378165.4	N-myristoyltransferase 2 	318	1	0	1	0	0	0	0	0	2	hsa-miR-181a-5p	-0.25	-0.28	0.78	2005, 2007, 2009, 2011
CCNJ	ENST00000265992.5	cyclin J 	5	1	1	0	0	1	0	1	0	1	hsa-miR-181a-5p	-0.25	-0.25	0.76	2005, 2007, 2009, 2011
HLF	ENST00000226067.5	hepatic leukemia factor 	15	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.25	-0.25	0.76	2005, 2007, 2009, 2011
SLC26A4	ENST00000265715.3	solute carrier family 26 (anion exchanger), member 4 	5	1	1	0	0	2	1	0	1	1	hsa-miR-181d-5p	-0.25	-0.25	< 0.1	2009, 2011
RPS6KB1	ENST00000225577.4	ribosomal protein S6 kinase, 70kDa, polypeptide 1 	16	2	1	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.25	-0.29	0.53	2005, 2007, 2011
CALR	ENST00000316448.5	calreticulin 	17017	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.25	-0.25	0.53	2009, 2011
MAP2K1	ENST00000307102.5	mitogen-activated protein kinase kinase 1 	8	1	0	1	0	1	0	1	0	1	hsa-miR-181a-5p	-0.25	-0.25	0.74	2011
B3GALT1	ENST00000392690.3	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1 	35	1	0	1	0	1	0	1	0	1	hsa-miR-181d-5p	-0.25	-0.36	0.77	
MPP5	ENST00000261681.4	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5) 	354	2	1	1	0	1	0	0	1	0	hsa-miR-181d-5p	-0.25	-0.50	0.82	2005, 2007, 2009, 2011
RNF182	ENST00000488300.1	ring finger protein 182 	1122	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.25	-0.25	0.32	2005, 2007, 2009, 2011
PIK3R3	ENST00000262741.5	phosphoinositide-3-kinase, regulatory subunit 3 (gamma) 	335	1	0	1	0	1	1	0	0	0	hsa-miR-181a-5p	-0.25	-0.27	0.78	2005, 2007, 2009, 2011
SNN	ENST00000329565.5	stannin 	663	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.25	-0.25	0.78	2007, 2009, 2011
SEC24C	ENST00000345254.4	SEC24 family, member C (S. cerevisiae) 	8215	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.25	-0.25	0.63	2005, 2007, 2009, 2011
ASAH2C	ENST00000426610.2	N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2C 	5	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.25	-0.25	0.24	
ZDHHC3	ENST00000296127.3	zinc finger, DHHC-type containing 3 	426	1	0	1	0	3	0	1	2	0	hsa-miR-181c-5p	-0.25	-0.32	0.78	2009, 2011
METAP2	ENST00000323666.5	methionyl aminopeptidase 2 	23	1	1	0	0	3	0	1	2	1	hsa-miR-181b-5p	-0.25	-0.49	0.36	2009, 2011
PPIP5K2	ENST00000321521.9	diphosphoinositol pentakisphosphate kinase 2 	203	2	2	0	0	1	1	0	0	0	hsa-miR-181a-5p	-0.25	-0.28	0.94	2007, 2009, 2011
